MZmine_ID,MB1,MB2,MB3,MB4,MB5,D1S1_1,D1S1_2,D1S1_3,D1S2_1,D1S2_2,D1S2_3,D1S3_1,D1S3_2,D1S3_3,D1S4_1,D1S4_2,D1S4_3,D2S1_1,D2S1_2,D2S1_3,D2S2_1,D2S2_2,D2S2_3,D2S3_1,D2S3_2,D2S3_3,D2S4_1,D2S4_2,D2S4_3,D3S1_1,D3S1_2,D3S1_3,D3S2_1,D3S2_2,D3S2_3,D3S3_1,D3S3_2,D3S3_3,D3S4_1,D3S4_2,D3S4_3,Pooled_1,Pooled_2,Pooled_3,Pooled_4,10ppb_1,100ppb_1,250ppb_1,500ppb_1,1000ppb_1,10ppb_2,100ppb_2,500ppb_2,1000ppb_2,250ppb_2,250ppb_3,250ppb_4,m/z,Retention Time,Mass,Ionization mode
530,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,101.76585,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,309.1679469,8.341,310.1752229,Esi-
406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,175.40286,101.265915,1,1,1,191.57285,1,1,1,1,1,1,1,1,1,109.83872,207.91734,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,309.1690911,7.723401,310.1763671,Esi-
1091,125.295204,1,1,1,1,183.60254,1,230.6603,1,1,1,1,188.42683,182.10675,182.18896,1,203.03426,1,191.24182,1,1,1,1,1,194.01173,1,1,151.4098,1,1,1,1,1,1,1,1,1,1,167.91016,1,154.5113,1,171.15442,174.32053,1,1,1,1,1,1,1,1,1,1,1,1,1,309.1735876,13.353452,310.1808636,Esi-
1192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,57416.402,51114.01,53569.69,46570.53,1,1,1,7072.641,40852.543,1,1,7072.641,40852.543,1,1,1,309.1854554,15.570855,310.1927314,Esi-
1239,1,1,1,1,1,1,141.2996,1,1,114.89436,1,1,1,1,1,1,1,1,111.32091,1,1,122.74629,1,1,108.240555,1,1,1,1,1,172.52438,1,123.87405,1,1,1,131.46413,1,1,114.92823,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,309.2039813,16.528425,310.2112573,Esi-
771,1,1,1,1,1,1,1,1,1,1,140.9186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,309.2063827,10.50102,310.2136587,Esi-
1189,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,365.3333,1,1,1,1,1,1,1,1,1,1,1,1,1,309.3011688,15.561923,310.3084448,Esi-
969,1,1,1,1,1,155.17966,248.2962,1,151.20462,276.1872,175.95107,303.1695,150.66376,226.22583,1,1,1,57.80989,1,1,290.28876,393.3006,343.19577,108.586784,102.79481,112.889366,1,1,1,239.93858,184.65485,243.03667,238.7721,448.00296,215.61191,291.3151,472.97397,307.41464,1,1,1,1,107.5708,1,85.687225,1,1,1,1,1,1,1,1,1,1,1,1,310.1556593,12.113364,311.1629353,Esi-
81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,275.93704,1,1,1,1,1,1,378.4392,1,358.39645,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,310.9303329,0.8388519,311.9376089,Esi-
230,1,1,1,1,1,279.24478,293.0656,335.4121,195.05621,322.26675,287.8261,160.66705,321.67816,342.10184,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,311.0963434,5.6490717,312.1036194,Esi-
513,233.11275,1,1,1,221.4322,609.06744,750.9046,770.0575,1,709.6986,711.5651,1,676.18176,705.4786,1,1,1,464.5696,611.1597,1,1,718.5514,1,596.3626,682.4923,660.58777,1,353.80307,1,1,720.51276,624.1173,635.93555,819.72754,642.5355,1,724.97876,636.09973,355.6243,381.90872,1,1,581.8873,1,498.12378,1,369.23325,347.275,1,1,1,369.23325,1,1,1,1,340.66553,311.1225801,8.332641,312.1298561,Esi-
985,1860.443,2638.4648,4515.4097,4675.746,2503.0354,4338.061,5652.4795,6107.732,3606.7646,4249.9956,4099.6865,3102.1423,3804.8318,3835.391,3256.0896,6348.016,4072.2256,2643.1145,3395.0564,3244.1445,4313.107,5579.8555,5138.1714,3183.5496,3547.1816,3530.5596,2790.2378,3061.8215,3021.824,3559.872,4149.362,3899.883,4776.7666,5548.615,3860.2104,2138.1125,3374.4097,4779.163,3144.7148,3437.6626,3195.2417,3226.0996,3547.8384,5864.405,3066.7915,10965.99,6477.1772,4109.354,2488.1404,2356.6956,10965.99,6477.1772,2488.1404,2356.6956,2761.3547,2974.8474,3831.508,311.1680588,13.297537,312.1753348,Esi-
805,1,1,1,1,1,149.93784,206.84985,200.23883,1,155.42542,1,1,1,232.93857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,148.44002,240.30212,230.06783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,311.185036,10.658373,312.192312,Esi-
112,1,1,1,1,1,202.21259,264.3563,223.1424,158.88918,1,1,411.94086,1,525.24536,1,1,1,1,1,1,1,1,1,1,161.13992,168.54202,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,312.0944937,2.5027573,313.1017697,Esi-
512,7289.471,7117.2783,8055.4795,8207.706,7077.237,16985.205,19821.215,19399.236,17003.357,19034.293,18692.117,17520.389,19584.139,19507.174,12352.52,14444.013,13749.635,13815.8,16231.355,15881.132,17276.434,19181.135,17620.85,16790.787,19057.271,17524.361,9072.772,10291.7295,9264.187,17974.514,19801.473,17939.436,17885.146,19492.465,17525.605,18904.98,20205.146,17588.453,10459.444,11217.417,9719.337,14359.002,16273.776,16555.758,14457.572,10804.223,10690.867,10591.583,10236.341,10134.057,10804.223,10690.867,10236.341,10134.057,11433.6875,11785.132,10155.752,312.1285414,8.319334,313.1358174,Esi-
1296,1,1,63.571777,1,1,1,1,1,1,1,1,1,1,1,48.801937,1,1,55.843468,1,1,1,1,49.382317,1,98.28625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,61.559288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,312.1716553,17.397518,313.1789313,Esi-
1190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,182.69121,1,1,1,1,1,1,1,1,1,1,1,1,1,312.1932029,15.570513,313.2004789,Esi-
303,1,1,1,1,1,396.20383,627.01276,499.90546,370.26495,571.33813,1,480.3433,462.64764,707.8402,1,1,1,1,1,1,1,330.67044,294.03668,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,216.1727,120.48991,1,1,1,1,1,1,1,1,1,1,1,1,1,313.1120639,6.853923,314.1193399,Esi-
132,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3313.7957,3607.738,3783.765,3274.0076,1,383.33148,464.6461,1836.3589,3658.9504,1,383.33148,1836.3589,3658.9504,481.01996,1117.6196,525.1794,313.1334075,3.6957865,314.1406835,Esi-
1090,101.39363,265.2,142.19708,1,1,262.83655,238.29794,236.19254,243.6841,1,183.98679,164.3533,1,304.61932,1,234.44926,258.46396,1,144.99904,100.36802,312.0008,369.33102,349.38818,216.06001,1,219.47498,150.4138,186.43358,108.18802,287.4853,1,1,369.34195,94.69795,1,1,177.50159,191.40155,124.73645,178.40712,237.29541,1,187.71329,209.29588,122.806885,693.12463,1,266.84326,160.13953,1,693.12463,1,160.13953,1,1,216.78276,1,313.1675246,13.315164,314.1748006,Esi-
1272,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,130.8939,1,1,1,1,1,1,1,1,94.32534,1,1,1,1,141.22346,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,313.1887022,17.095432,314.1959782,Esi-
1204,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10829.77,10815.966,10960.299,9336.196,1,1,283.8751,1066.3341,5651.2866,1,1,1066.3341,5651.2866,1,1,1,313.2166937,15.970181,314.2239697,Esi-
1144,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,23410.084,31912.969,29862.443,25464.096,1,1,1,2984.3552,9788.537,1,1,2984.3552,9788.537,1,1,1,313.2169274,14.634237,314.2242034,Esi-
133,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,211.1991,1,1,1,211.1991,1,1,1,315.1326239,3.6398263,316.1398999,Esi-
480,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,124.7058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,315.1577699,8.140083,316.1650459,Esi-
960,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,124.016106,1,1,1,1,1,163.48164,121.08314,1,1,1,191.28242,244.5591,178.49777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,315.1956986,12.005368,316.2029746,Esi-
1058,1,1,1,1,1,1,1,86.3985,1,1,1,1,1,87.34065,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,117.68921,143.48373,110.84618,85.03005,101.93842,100.58419,212.6158,268.7809,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,315.1960464,12.850222,316.2033224,Esi-
1044,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1510.8701,1635.1116,1746.2013,1528.7319,1,1,465.2376,833.309,1340.0956,1,1,833.309,1340.0956,1,1,451.79025,317.136594,12.64859,318.14387,Esi-
361,1,1,1,1,1,1,257.23096,312.39502,1,317.42703,1,1,270.94464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,317.1429518,7.540303,318.1502278,Esi-
384,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,103.22003,114.429665,1,1,1,94.82438,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,317.1728148,7.6668043,318.1800908,Esi-
689,1,1,1,1,1,182.34723,212.85448,1,144.83353,171.73756,1,1,236.482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,332.01392,339.90543,250.26355,298.51282,271.52835,251.1785,354.6389,248.63326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,317.1740293,9.47132,318.1813053,Esi-
925,1,1,1,1,1,1,119.02833,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,288.53143,1,1,1,254.20406,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,317.17601,11.537165,318.183286,Esi-
980,1,1,1,1,1,89.49759,1,1,1,100.10983,1,96.23671,121.55031,1,1,1,1,1,1,1,1,210.91292,137.58224,1,1,1,1,1,1,195.71149,1,247.5372,199.53618,277.51175,345.21042,381.22916,275.019,225.94989,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,317.2116877,12.007246,318.2189637,Esi-
1153,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,131.68372,163.99922,1,1,1,108.48085,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,317.2116272,14.767934,318.2189032,Esi-
1064,1,1,1,1,1,391.85715,503.82642,598.89325,1,305.11313,332.13455,267.76935,356.62912,362.00177,1,1,1,1,1,1,1,162.63354,137.87762,1,86.309494,1,1,1,1,274.3202,194.36725,208.77484,1,206.19553,1,588.04645,822.35406,685.7058,1,1,1,154.0636,1,219.47559,191.77216,1,1,1,1,1,1,1,1,1,1,1,1,317.211992,12.817789,318.219268,Esi-
477,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,62.505905,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,318.1809676,8.139017,319.1882436,Esi-
661,1,1,1,1,1,352.85602,1,1,1,1,1,409.97937,446.1619,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,318.9795105,9.404138,319.9867865,Esi-
582,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,165.42358,213.83603,245.70906,193.22018,1,1,1,1,1,1,1,1,1,1,1,1,319.0867875,8.658195,320.0940635,Esi-
876,1,1,1,1,1,1400.6813,1957.3977,1782.4597,1211.1664,1801.2095,1827.3011,971.5875,1226.6201,1199.7942,1,1,1,1083.1089,1546.5862,1372.7852,2960.5618,3938.2222,3583.2693,2062.8284,2698.5964,2375.66,1,1,1,2057.5723,1901.8097,1982.0947,1837.0973,1748.6836,2086.9783,2180.4468,2386.0078,2176.5784,1,1,1,914.84674,1116.0076,1,1074.4506,1,1,1,1,1,1,1,1,1,1,1,1,319.137105,11.485532,320.144381,Esi-
277,1,1,1,1,1,1,469.55826,1,1,1,391.96548,1,362.29196,448.41156,1,1,1,1,115.99016,1,321.73154,492.97424,1,1,1,1,1,1,1,333.1047,1,276.67453,1,285.57895,1,1,1,293.7111,1,1,1,156.55498,1,243.00269,279.72028,1,1,1,1,1,1,1,1,1,1,1,1,319.1547122,6.5004973,320.1619882,Esi-
682,1,1,1,1,1,1,1,1,1,110.785416,1,218.99132,152.28966,161.68054,1,1,1,1,1,1,1,1,116.899956,1,163.07628,1,1,1,1,212.29135,314.30273,272.68005,1,214.39014,215.20341,246.63457,351.5757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,319.1892881,9.542827,320.1965641,Esi-
973,1,1,1,1,1,1,1,1,1,1,1,213.36714,263.1726,298.0149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,311.78357,378.93158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,319.1919787,12.121831,320.1992547,Esi-
964,1,1,1,1,1,1,1,1,1,1,1,1,1,105.36308,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,142.95851,1,163.05353,121.12742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,319.2258528,12.14351,320.2331288,Esi-
1079,1,1,1,1,1,1,1,1,1,1,1,1,1,310.92944,1,1,1,1,1,1,122.45455,1,188.84163,1,1,124.7255,1,1,1,1,90.80024,1,1,120.91863,137.79196,116.886765,108.62987,177.28851,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,319.2270633,13.275079,320.2343393,Esi-
726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,281.2915,331.6943,282.20667,1,1,1,1,1,83.537735,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,320.186869,9.920069,321.194145,Esi-
889,1,1,1,1,1,1,1,1,115.43233,175.25185,1,1,1,1,1,1,1,70.14133,1,1,229.47433,259.13467,1,1,1,1,1,1,1,1,1,215.2022,1,176.98236,148.74419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,321.1391839,11.452101,322.1464599,Esi-
976,1,1,1,1,1,152.76262,271.33734,208.54338,179.28922,760.4528,803.9467,194.36218,336.8318,162.12312,1,1,1,1,1,1,247.56009,865.53174,839.9524,1,170.76714,1,1,1,1,139.63225,273.47168,727.972,311.75897,447.18716,901.2976,375.3011,420.86707,473.69965,1,1,1,1,1,102.62009,1,1,1,1,1,1,1,1,1,1,1,1,1,321.1520646,12.298544,322.1593406,Esi-
457,1,1,1,1,1,138.82591,1,1,1,1,1,113.81926,272.0248,1,1,1,1,1,1,1,1,266.63766,153.06152,1,1,1,1,1,1,1,1,1,1,1,1,372.55933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,321.1707084,8.034368,322.1779844,Esi-
1075,1833.7437,1869.417,1873.5256,1761.8175,1495.1033,1911.9663,1975.2777,1974.2839,1912.864,1929.5304,1920.8008,1971.7809,2079,2062.9639,1833.3776,1867.1058,2016.5709,1803.227,1951.2898,2082.2134,1801.3508,2026.3604,1985.0776,1989.5479,1969.2247,2229.969,1873.1517,1782.3641,1637.3938,1878.1173,2079.2356,1850.0796,1722.0067,1939.6602,1,1726.7964,1976.3228,1713.4604,1712.3464,2060.7944,1663.3451,2123.4102,1691.508,1849.9072,1,2521.2803,2063.3884,1,1740.2192,1869.3777,2521.2803,2063.3884,1740.2192,1869.3777,1612.9102,1889.6299,1517.6528,321.1735447,13.226823,322.1808207,Esi-
1183,1,1,1,1,1,158.39833,194.06294,1,113.75533,128.80927,185.31787,1,204.16382,171.46298,1,1,1,1,1,1,1,184.35504,1,1,1,1,1,1,1,368.80334,412.7714,453.49057,242.53012,1,196.2521,280.1615,332.20062,231.64542,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,321.183139,15.457902,322.190415,Esi-
1029,1,1,1,1,1,1,199.11716,1,501.14105,625.04724,1224.3999,351.73422,212.96893,693.39386,1,1,1,1,1,1,1109.7903,1543.8337,663.23846,201.35858,1,407.68692,1,1,1,1,1,137.2294,1452.932,1769.7733,1685.473,762.4936,519.5018,809.4388,1,1,1,1,198.51042,232.92894,154.26189,1,1,1,1,1,1,1,1,1,1,1,1,321.2073941,12.61355,322.2146701,Esi-
946,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,156.61504,1,1,183.44067,1,1,207.41887,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,321.2078671,11.677246,322.2151431,Esi-
1181,306.496,1,394.41678,1,1,1,1,1,1,481.52643,1,1,1,395.05676,322.34833,448.82077,338.52835,1,1,1,285.8796,464.23724,355.1609,335.96936,413.1609,1,1,421.32513,1,1,1,1,1,459.95807,1,416.26315,1,1,1,405.25397,1,375.9643,1,1,1,362.54816,1,344.03955,1,1,362.54816,1,1,1,1,1,1,321.2091225,15.253655,322.2163985,Esi-
1062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,156.04175,244.81877,1,1,1,1,1,1,1,1,1,206.75684,1,1,1,1,206.75684,1,1,1,1,1,1,321.2192379,12.916943,322.2265139,Esi-
652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1314.1295,1520.5558,1473.1294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,322.1688891,9.337932,323.1761651,Esi-
1085,322.9019,269.51407,283.7419,285.10468,247.13448,289.46664,305.52057,297.81552,315.1072,313.64392,267.49936,307.86526,310.3135,306.72995,300.6073,302.02707,329.29782,302.30655,255.49873,341.64764,1,1,326.9685,294.07513,306.4033,308.48782,271.77148,251.55319,298.33118,287.244,303.1564,273.39276,1,288.7113,244.39488,259.32095,1,260.13577,291.21603,265.42145,265.7891,344.02206,252.6008,292.78995,261.86343,448.97556,374.62302,264.12054,299.68347,316.284,448.97556,374.62302,299.68347,316.284,1,249.23068,198.40945,322.176756,13.230194,323.184032,Esi-
815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2355.3003,2693.9343,2441.7976,1,1,1,1,1,1,1,1,1,141.71521,192.54932,193.52815,171.58836,1,1,1,1,1,1,1,1,1,1,1,1,322.2030354,10.78421,323.2103114,Esi-
1036,1,1,1,1,1,1,1,1,1,158.93645,1,1,1,33.434086,1,1,1,1,1,1,1,1,75.823135,1,36.566505,1,1,1,1,1,1,1,109.93361,268.14725,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,322.2115474,12.604379,323.2188234,Esi-
339,1,1,1,1,1,1,513.753,1,1,583.30023,602.84296,1,1,531.7595,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,323.0222895,7.278602,324.0295655,Esi-
478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,115.50719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,323.1373263,8.276411,324.1446023,Esi-
236,1,1,1,1,1,1,1,1,1,163.38768,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,323.1473143,5.918443,324.1545903,Esi-
1028,132.34085,120.8419,122.11377,1,1,431.30374,500.9279,1,1,235.70752,298.7468,620.15814,350.60144,722.4268,138.36572,139.71378,1,138.7614,1,1,1,1235.6119,1,1,248.26834,1,1,122.2403,130.4594,899.2345,1109.6758,1,478.39893,1036.981,381.89838,432.1051,1,481.4782,1,1,1,193.41737,1,1,1,1,1,1,116.9474,131.69107,1,1,116.9474,131.69107,1,123.0412,1,323.1709373,13.001127,324.1782133,Esi-
1032,1,1,415.11676,434.86893,1,1,951.1119,915.77997,747.33875,1,972.1373,852.1352,1138.8944,1141.2056,633.56616,783.31354,750.2792,641.23895,823.31226,788.0923,867.4734,1072.5671,1,782.5071,878.3562,1003.3197,475.77353,600.0883,544.8545,961.89,992.84485,1,1001.53204,1175.7935,1015.4057,1056.2994,1022.63904,1,573.4298,648.8402,616.324,1,667.7996,642.6209,711.7765,1,618.89685,601.6272,571.2649,467.544,1,618.89685,571.2649,467.544,656.4596,714.8929,639.2912,323.1734033,12.643539,324.1806793,Esi-
1129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,234.14244,1,1,1,1,234.14244,1,1,1,1,1,323.188552,14.07495,324.195828,Esi-
1274,2709.9307,2079.7593,2499.6758,2456.7563,2516.4243,2587.1987,2756.7617,3072.8801,2263.9514,3062.6216,2504.359,2720.9358,3275.46,2381.438,2675.494,3710.2693,2497.168,2154.3196,3001.5125,2079.939,2520.9553,2456.5574,2601.0742,2275.9453,2558.4993,2285.5994,2273.8804,2451.9329,2552.621,2976.5645,3412.7656,2763.6492,2416.882,2202.203,1743.9393,2907.6199,2667.0154,2198.1506,2228.5864,2263.25,1976.3049,2568.097,2551.9434,2793.2986,2093.982,3285.3342,2820.7134,2262.2708,2714.0312,2250.7402,3285.3342,2820.7134,2714.0312,2250.7402,2390.8372,2720.1465,1780.5503,323.2199785,17.094328,324.2272545,Esi-
650,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,70.83512,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,324.1660466,9.260827,325.1733226,Esi-
1033,75.66395,1,73.22599,1,65.155655,82.073586,183.81584,164.82639,124.1409,163.98907,203.62532,149.96445,226.02232,182.67264,1,110.2022,140.25673,111.678246,157.08829,1,135.1792,192.2408,1,135.25972,173.11641,165.29669,94.1191,1,101.17356,1,166.4609,190.15291,178.239,236.42932,156.30637,159.58496,187.38289,207.16095,120.80299,124.91034,95.63326,1,1,1,1,116.99411,109.09381,85.593605,1,67.89363,116.99411,109.09381,1,67.89363,123.654816,134.74327,87.74796,324.1765038,12.642931,325.1837798,Esi-
928,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,521.09955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,324.2183824,11.754557,325.2256584,Esi-
1262,354.351,343.3958,362.441,368.97278,376.012,452.2755,501.25583,381.93518,358.67014,499.663,411.4195,350.2917,524.14874,428.61902,537.6615,474.80392,437.8835,390.53235,447.24738,412.79507,389.6294,456.91812,254.10222,335.19366,426.86224,401.6151,438.74463,415.9302,1,536.85736,658.0223,523.87463,403.90085,405.2931,445.04333,506.57025,514.21515,407.78522,376.82904,470.49872,331.31958,408.08347,429.2327,420.15894,313.78333,501.28442,412.00162,444.14432,483.81607,415.37186,501.28442,412.00162,483.81607,415.37186,369.9534,379.82242,305.7131,324.2235514,17.09614,325.2308274,Esi-
275,1,1,1,1,1,1,491.0572,1,1,1,1,489.94345,643.7749,521.5447,1,1,1,1,1,107.82245,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,159.42294,1,1,1,1,1,1,1,147.0622,1,1,1,1,1,1,1,1,1,1,1,1,325.1136884,6.4830194,326.1209644,Esi-
325,1,1,1,1,1,371.74374,376.1284,1,1,379.35675,1,259.4085,1,445.10223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99.69257,1,1,1,1,1,1,1,1,1,1,1,1,1,325.1130662,7.099422,326.1203422,Esi-
308,1,1,1,1,1,1,238.81168,1,1,1,1,1,209.70065,1,1,1,1,1,1,1,1,1,1,185.57127,1,1,1,1,1,1,102.17865,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,325.1168702,6.668114,326.1241462,Esi-
691,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,148.82137,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,325.1496176,9.469955,326.1568936,Esi-
999,400.05533,391.1156,366.25305,387.42395,1,384.87622,512.7553,483.13272,458.36945,529.74384,475.20804,1,522.8552,486.47592,413.54932,501.4846,437.11478,387.6403,442.49222,388.34427,425.26477,505.83505,428.3495,1,446.313,461.14502,368.73743,1,391.46564,368.124,428.22684,1,1,469.0838,407.2398,1,515.1456,453.67496,410.68912,365.65952,439.976,424.87677,1,519.56384,501.83453,396.1529,407.4066,434.98038,424.83047,467.75046,396.1529,407.4066,424.83047,467.75046,402.9241,1,360.95074,325.1629292,12.512666,326.1702052,Esi-
